4.781048	9.250649	
5.222466	9.996696	
4.530527	11.052947	
4.938596	12.020908	
4.311741	13.749754	
4.024925	14.557847	
3.881350	15.465784	
3.275387	16.668926	
3.268134	17.871170	
3.143034	18.308387	
2.232004	19.308958	
1.904250	20.705670	
1.205995	21.897836	
0.877390	22.689155	
-0.220967	23.138108	
-0.814954	23.596522	
-0.932138	24.078992	
-2.136501	25.250200	
-3.604734	26.572062	
-3.867034	26.730403	
-5.390617	27.597481	
-6.050465	28.147145	
-6.934075	27.945733	
-7.752275	29.456129	
-9.147308	30.112271	
-9.901551	29.865993	
-10.584105	30.497855	
-12.753498	30.238714	
-13.583747	30.858738	
-13.990457	31.476651	
-15.531966	31.338407	
-16.553967	30.785260	
-17.365209	30.684735	
-18.073741	30.946965	
-20.225147	30.745520	
-21.194110	30.628870	
-22.021696	30.805981	
-23.062832	30.214396	
-24.080314	30.317809	
-25.237718	29.424226	
-25.789336	28.964573	
-27.416468	28.759932	
-28.045421	28.118488	
-28.744944	27.348803	
-29.834465	26.310473	
-31.006458	25.782696	
-31.621906	25.590571	
-32.554907	24.815453	
-33.402567	23.419821	
-33.539141	23.066796	
-34.684460	22.325194	
-35.434578	20.916468	
-36.078343	20.041566	
-36.358449	19.742885	
-37.338340	17.876248	
-37.828500	17.530501	
-37.671022	16.663157	
-38.458250	14.787139	
-38.481034	14.224429	
-38.364828	12.836727	
-38.503190	12.131629	
-38.444422	10.885572	
-39.283842	9.419494	
-38.742211	9.000431	
-38.864899	7.894617	
-38.495121	6.434176	
-38.658507	5.687957	
-38.279398	4.044861	
-37.927734	3.007666	
-38.085514	1.976055	
-37.740367	1.249971	
-37.589314	0.105482	
-36.754935	-0.162060	
-36.110826	-1.730638	
-35.881142	-2.487844	
-35.030697	-3.402128	
-34.508211	-4.349354	
-33.836287	-5.256245	
-32.736712	-5.757630	
-31.949427	-7.259387	
-31.035668	-7.159074	
-30.855540	-8.141657	
-29.686964	-9.346942	
-28.534065	-9.278594	
-28.173776	-9.819898	
-26.235903	-10.177567	
-25.747606	-11.281745	
-24.962706	-11.079343	
-23.451479	-11.856205	
-22.593406	-12.686052	
-21.604731	-12.738514	
-20.760933	-12.431718	
-19.996973	-12.323315	
-18.660738	-13.312143	
-17.466240	-13.031664	
-16.036994	-13.181471	
-14.890673	-12.351701	
-14.217694	-13.060848	
-12.648275	-12.214506	
-11.621383	-12.569239	
-10.797082	-11.863330	
-9.998222	-12.155347	
-8.416878	-10.917840	
-7.715826	-11.587737	
-6.996679	-10.339248	
-5.658433	-9.770258	
-4.646689	-9.556094	
-4.342383	-8.967381	
-2.476835	-7.818014	
-2.849236	-7.592564	
-1.899836	-6.530358	
-0.285773	-6.569207	
0.160002	-5.512181	
0.606556	-4.031169	
1.367160	-2.779695	
2.165629	-2.676991	
2.221023	-1.017648	
3.246380	-0.086511	
3.613721	0.598173	
3.776573	1.797617	
4.181110	3.510253	
4.215947	3.496114	
4.374922	5.136455	
4.688553	6.140843	
5.232479	7.268659	
4.915971	8.268293	
4.864513	9.084417	
4.756220	8.924598	
4.682409	9.594003	
4.946478	11.026122	
5.114474	12.365444	
4.979913	13.458295	
4.532573	14.636354	
3.972458	16.182510	
3.602887	16.064657	
3.419085	17.790798	
3.136090	18.631739	
2.642969	19.559937	
1.162489	20.317312	
1.184711	21.412109	
0.263613	22.548469	
-0.276604	23.332864	
-0.345692	23.548434	
-1.870876	25.089565	
-2.952511	25.640587	
-3.240392	26.840627	
-4.211231	26.602098	
-5.211001	27.337823	
-5.764721	27.601026	
-6.828367	28.652206	
-7.880077	29.424988	
-9.093098	29.407771	
-9.942112	29.769380	
-11.189043	30.158060	
-12.115079	30.466535	
-13.079245	31.036221	
-14.241017	30.894090	
-15.642093	30.849967	
-16.702578	31.235634	
-17.955897	30.631267	
-18.445430	31.160461	
-19.848837	30.804260	
-21.127425	31.338700	
-21.806483	30.278696	
-23.230015	30.323196	
-23.994734	29.901277	
-24.707497	29.159328	
-25.894711	29.312666	
-27.214702	27.898456	
-28.166008	27.449933	
-28.488099	27.060740	
-30.027689	27.219033	
-30.760878	26.451705	
-31.593590	25.067384	
-32.217372	24.634061	
-33.194944	23.670941	
-33.873724	23.132684	
-34.568571	22.826714	
-34.495979	21.033926	
-35.631576	20.951442	
-36.701834	19.268692	
-37.300025	18.228151	
-37.865319	17.598514	
-37.223978	16.599226	
-38.364886	15.422829	
-38.111987	13.835211	
-38.486388	12.991424	
-39.287353	11.851300	
-38.350716	10.863043	
-38.865241	9.682228	
-38.503178	8.942357	
-38.909606	8.016312	
-38.866691	6.539097	
-39.079724	5.687978	
-38.561595	4.665476	
-38.276763	3.405471	
-38.465957	2.225141	
-37.654545	1.102442	
-37.187513	-0.106048	
-36.989868	-0.839631	
-36.137955	-1.685794	
-36.064395	-2.738899	
-35.265457	-3.537556	
-34.409220	-4.477595	
-33.926278	-5.145187	
-32.880269	-6.354394	
-32.337699	-6.981821	
-31.675076	-7.614876	
-30.281324	-8.499807	
-29.494855	-8.958877	
-28.585845	-10.186276	
-27.604718	-10.080672	
-26.533403	-10.595968	
-25.540361	-11.201815	
-24.806818	-11.723791	
-23.911771	-12.112723	
-22.752713	-12.806728	
-21.276690	-12.225824	
-20.924319	-12.569175	
-19.642281	-13.237042	
-18.061792	-13.450280	
-17.019370	-13.163883	
-16.319533	-12.830155	
-15.132693	-12.715635	
-14.021984	-12.681172	
-12.970022	-12.432673	
-12.542814	-11.903996	
-10.873446	-12.655574	
-9.603574	-11.664396	
-7.930118	-11.430505	
-8.094510	-11.196817	
-6.859870	-10.265146	
-5.824157	-9.941159	
-5.058729	-8.991463	
-4.076262	-9.027825	
-3.582295	-8.293727	
-2.204620	-7.188678	
-1.529384	-6.823421	
-0.455331	-5.720369	
0.118450	-5.040001	
1.095282	-3.718325	
1.891638	-3.011614	
2.025849	-2.329655	
2.154293	-1.436085	
3.086551	-0.377261	
3.870377	1.474178	
3.808726	1.773554	
4.288042	2.778115	
4.163329	3.845475	
5.133825	5.438212	
4.975873	5.552276	
4.847111	7.501620	
4.535652	8.052614	
4.843711	8.917990	
4.791844	9.203221	
4.924614	9.823604	
5.093635	11.334034	
5.100647	12.280220	
4.706161	12.970950	
4.438079	14.525319	
4.225321	15.705113	
4.556098	16.769399	
3.455262	17.436351	
2.942112	18.607897	
2.867925	19.782001	
1.867656	20.711419	
1.038022	21.361796	
0.873020	21.993119	
-0.204355	23.318991	
-0.769046	24.159457	
-1.339907	25.303080	
-2.171988	25.137157	
-3.743420	26.205237	
-4.853419	27.106751	
-5.269829	27.566065	
-5.508109	28.778684	
-6.905004	28.585519	
-8.017953	28.462951	
-9.038660	29.817021	
-9.719926	29.552854	
-10.989131	30.689102	
-12.017210	30.684634	
-13.870877	30.675189	
-14.389099	30.644938	
-15.430951	31.601843	
-16.798443	31.188083	
-17.652194	30.943846	
-18.929267	30.822252	
-19.586493	30.861675	
-21.110482	31.122974	
-21.629762	31.095256	
-23.103338	30.252340	
-23.876040	30.041371	
-24.495540	29.627019	
-26.176797	28.600783	
-26.741330	28.652810	
-28.478838	27.927514	
-28.549601	27.367131	
-30.368403	26.822508	
-30.902255	25.328175	
-31.822751	25.259723	
-32.874704	24.950426	
-33.688814	23.963974	
-33.828196	22.939828	
-35.122035	22.123977	
-35.746388	21.000813	
-35.598580	20.183364	
-36.482458	19.256976	
-36.866089	18.389258	
-37.697482	17.611096	
-37.882152	16.396926	
-38.075015	15.329336	
-38.407938	14.036756	
-38.159195	13.501927	
-39.066059	12.189396	
-39.052352	11.191183	
-38.831222	9.984720	
-38.814792	9.056513	
-39.654436	8.163689	
-39.087829	6.479398	
-39.026316	5.676588	
-38.626599	4.631256	
-38.211688	3.349912	
-37.923834	2.865315	
-37.353423	0.954106	
-37.148070	0.077187	
-36.723729	-0.756332	
-36.021134	-1.750125	
-35.614412	-2.776214	
-35.531744	-3.775417	
-34.447440	-4.274683	
-34.279136	-5.396937	
-32.709902	-6.441661	
-32.895748	-6.468606	
-31.610475	-7.451688	
-30.563274	-7.979756	
-29.715075	-9.091949	
-28.219035	-9.121493	
-27.818126	-9.985921	
-27.042701	-11.321694	
-25.681557	-11.626860	
-25.196663	-11.489573	
-23.628457	-12.065262	
-22.657207	-12.386728	
-21.776411	-12.280985	
-20.759657	-12.298593	
-19.835714	-12.843201	
-18.941442	-13.018804	
-17.400992	-12.423025	
-15.935820	-13.087574	
-15.280450	-13.150403	
-13.492994	-13.069593	
-13.144570	-12.932904	
-11.155821	-12.454549	
-10.938719	-12.450484	
-9.649941	-12.409949	
-8.216198	-11.845971	
-7.264512	-10.886582	
-6.873075	-10.196963	
-5.461338	-9.621672	
-5.082636	-8.699251	
-4.356127	-9.082989	
-2.774939	-7.668735	
-2.656161	-7.331204	
-1.979820	-6.732776	
-0.596688	-5.918115	
0.555713	-4.684105	
1.181189	-3.881989	
0.998637	-3.712004	
2.043537	-1.925559	
2.810843	-1.020138	
3.350852	-0.347684	
3.965493	0.442946	
4.360494	1.541212	
4.476653	2.454081	
4.074525	3.878116	
4.742143	4.857609	
4.490308	5.971715	
5.393502	7.230134	
5.610455	8.177542	
4.499551	8.490842	
-30.201540	-21.618391	
-28.539797	9.424738	
-54.834026	-20.775294	
2.529197	11.527713	
-64.774530	20.942980	
-7.692102	-7.927032	
-23.500541	37.286293	
-25.031742	-1.470583	
-2.719185	22.746655	
-23.692885	1.333273	
-22.001776	-7.721047	
-36.218357	-7.254491	
7.822997	-22.995339	
4.865194	42.532620	
-1.864059	-44.961581	
-5.285843	-19.445523	
-0.982063	-34.759852	
-1.691702	-20.611977	
-8.310081	-52.560043	
-3.072688	22.278209	
-32.635730	9.891762	
-16.352906	-13.731735	
-4.864189	-19.686512	
-32.996892	-20.061438	
-16.983146	2.860058	
-21.134624	-35.587150	
10.373404	17.968393	
-6.581633	7.019336	
7.133117	1.453114	
-3.270125	23.381578	
5.253606	16.623675	
-19.083664	1.399681	
-14.460881	9.678830	
-30.850862	6.059680	
-8.454027	-4.804124	
50.787717	33.507246	
-14.848221	35.507766	
-18.005362	10.596020	
1.924538	-13.639784	
-51.477793	-16.863999	
7.877435	14.534643	
-35.688956	3.165080	
-4.486467	-8.930857	
-10.901038	11.910970	
-18.477907	-17.121570	
-32.815985	16.506273	
-7.798277	-26.105660	
7.796546	-45.105482	
-1.947717	4.410941	
13.783821	-12.651554	
